School_ID,School_Name,District,Student_Strength,Current_Teacher_Count,Required_Teacher_Count,Student_Teacher_Ratio,Subject_Wise_Vacancy
SCH0351,Govt. High School Ghaziabad-351,Ghaziabad,1212,43,40,28.19,"{'Geography': 3, 'Computer Science': 1, 'Chemistry': 0}"
SCH0352,Govt. Middle School Varanasi-352,Varanasi,1733,62,57,27.95,"{'Chemistry': 0, 'Computer Science': 3}"
SCH0353,Govt. High School West-353,West Delhi,1446,53,48,27.28,"{'Biology': 3, 'Physics': 0, 'Hindi': 0}"
SCH0354,Govt. Middle School North-354,North Delhi,1318,46,43,28.65,"{'Hindi': 1, 'Biology': 3, 'Social Science': 1, 'Physics': 0, 'Physical Education': 2}"
SCH0355,Govt. Senior Secondary School Ajmer-355,Ajmer,139,8,5,17.38,"{'Computer Science': 0, 'Physics': 2, 'Physical Education': 2, 'Hindi': 1}"
SCH0356,Govt. Senior Secondary School South-356,South Delhi,1083,42,36,25.79,"{'Social Science': 2, 'English': 1, 'Chemistry': 3, 'Computer Science': 2, 'History': 0}"
SCH0357,Govt. Senior Secondary School Ghaziabad-357,Ghaziabad,1299,47,43,27.64,"{'Physics': 1, 'Geography': 1, 'Hindi': 0, 'Physical Education': 3}"
SCH0358,Govt. Primary School Central-358,Central Delhi,1811,67,60,27.03,"{'Biology': 3, 'Physical Education': 0, 'Geography': 0}"
SCH0359,Govt. Primary School Lucknow-359,Lucknow,692,19,23,36.42,"{'Biology': 3, 'Art': 0, 'History': 3, 'Computer Science': 1, 'Hindi': 0, 'Geography': 2}"
SCH0360,Govt. Senior Secondary School Bikaner-360,Bikaner,797,23,26,34.65,"{'Biology': 3, 'History': 3, 'Physical Education': 1, 'Physics': 3, 'Science': 2, 'Geography': 0}"
SCH0361,Govt. High School South-361,South Delhi,1872,57,62,32.84,"{'History': 1, 'English': 3, 'Art': 2, 'Physics': 3, 'Sanskrit': 3, 'Biology': 3}"
SCH0362,Govt. High School West-362,West Delhi,452,20,15,22.6,"{'Biology': 2, 'Science': 3, 'History': 0, 'Sanskrit': 0, 'Mathematics': 2, 'Computer Science': 0}"
SCH0363,Govt. Primary School Central-363,Central Delhi,1468,47,48,31.23,"{'Geography': 1, 'Mathematics': 3, 'History': 2, 'Biology': 2, 'Social Science': 1}"
SCH0364,Govt. Primary School North-364,North Delhi,799,27,26,29.59,"{'Sanskrit': 0, 'Mathematics': 2, 'Physical Education': 0, 'Hindi': 1}"
SCH0365,Govt. Senior Secondary School Ajmer-365,Ajmer,860,25,28,34.4,"{'Chemistry': 2, 'Physics': 2}"
SCH0366,Govt. Senior Secondary School East-366,East Delhi,525,21,17,25.0,"{'Biology': 3, 'Mathematics': 2}"
SCH0367,Govt. Primary School Ghaziabad-367,Ghaziabad,1560,53,52,29.43,"{'Art': 2, 'English': 1, 'Computer Science': 3}"
SCH0368,Govt. Middle School Varanasi-368,Varanasi,1381,53,46,26.06,"{'Biology': 0, 'Chemistry': 3, 'Art': 2, 'Science': 1, 'History': 3}"
SCH0369,Govt. Middle School Central-369,Central Delhi,1648,59,54,27.93,"{'English': 0, 'History': 0}"
SCH0370,Govt. High School Kanpur-370,Kanpur,116,7,5,16.57,"{'Sanskrit': 2, 'Mathematics': 1, 'Art': 3}"
SCH0371,Govt. Primary School Ghaziabad-371,Ghaziabad,547,20,18,27.35,"{'Chemistry': 0, 'History': 2, 'Sanskrit': 3, 'Hindi': 1, 'Computer Science': 2, 'Biology': 1}"
SCH0372,Govt. High School Lucknow-372,Lucknow,1578,56,52,28.18,"{'Hindi': 0, 'Physical Education': 3, 'Science': 1, 'Mathematics': 2}"
SCH0373,Govt. Senior Secondary School Varanasi-373,Varanasi,1535,57,51,26.93,"{'Hindi': 2, 'Science': 1, 'Art': 0}"
SCH0374,Govt. Senior Secondary School Bikaner-374,Bikaner,1088,36,36,30.22,"{'Geography': 3, 'Computer Science': 3, 'Physical Education': 3, 'Mathematics': 3, 'Hindi': 1}"
SCH0375,Govt. Primary School South-375,South Delhi,1447,53,48,27.3,"{'Hindi': 3, 'History': 0, 'Sanskrit': 3, 'Mathematics': 1, 'English': 0}"
SCH0376,Govt. Middle School Udaipur-376,Udaipur,985,27,32,36.48,"{'Sanskrit': 1, 'Physical Education': 1, 'Geography': 3}"
SCH0377,Govt. Middle School Agra-377,Agra,309,6,10,51.5,"{'Social Science': 1, 'English': 3, 'Computer Science': 2}"
SCH0378,Govt. High School Udaipur-378,Udaipur,384,18,12,21.33,"{'Social Science': 3, 'Sanskrit': 2, 'Mathematics': 2, 'History': 3, 'Geography': 0}"
SCH0379,Govt. Primary School New-379,New Delhi,559,19,18,29.42,"{'Biology': 0, 'Mathematics': 2, 'Physics': 0, 'Computer Science': 1, 'Chemistry': 2, 'History': 2}"
SCH0380,Govt. Primary School Agra-380,Agra,1046,39,34,26.82,"{'English': 1, 'Social Science': 2, 'Chemistry': 1, 'Sanskrit': 1, 'History': 1}"
SCH0381,Govt. High School Jodhpur-381,Jodhpur,837,34,27,24.62,"{'Social Science': 3, 'Physical Education': 0, 'English': 2}"
SCH0382,Govt. Senior Secondary School Jaipur-382,Jaipur,496,19,16,26.11,"{'Chemistry': 2, 'Sanskrit': 2, 'History': 2, 'Physical Education': 0, 'English': 0, 'Art': 2}"
SCH0383,Govt. Middle School Gurgaon-383,Gurgaon,983,28,32,35.11,"{'Physics': 2, 'Computer Science': 1, 'Science': 3}"
SCH0384,Govt. Middle School Jaipur-384,Jaipur,1145,43,38,26.63,"{'History': 2, 'Physical Education': 2}"
SCH0385,Govt. Senior Secondary School Noida-385,Noida,948,37,31,25.62,"{'Chemistry': 3, 'Computer Science': 3, 'Geography': 0, 'Physical Education': 0}"
SCH0386,Govt. Senior Secondary School South-386,South Delhi,402,12,13,33.5,"{'Art': 2, 'Sanskrit': 3, 'Geography': 1}"
SCH0387,Govt. High School Kota-387,Kota,1782,62,59,28.74,"{'Hindi': 0, 'Physics': 2, 'Social Science': 2, 'Mathematics': 0, 'Sanskrit': 1}"
SCH0388,Govt. Senior Secondary School Noida-388,Noida,1033,30,34,34.43,"{'Hindi': 0, 'Physical Education': 2, 'Geography': 3, 'Sanskrit': 0, 'Chemistry': 0}"
SCH0389,Govt. Middle School Gurgaon-389,Gurgaon,891,35,29,25.46,"{'Chemistry': 1, 'Biology': 2, 'History': 3, 'Computer Science': 3}"
SCH0390,Govt. Middle School Lucknow-390,Lucknow,1662,57,55,29.16,"{'Physics': 3, 'History': 1, 'Biology': 0, 'Physical Education': 0}"
SCH0391,Govt. Primary School West-391,West Delhi,1728,56,57,30.86,"{'Hindi': 3, 'Physics': 2, 'Art': 2, 'Chemistry': 1}"
SCH0392,Govt. High School South-392,South Delhi,1685,54,56,31.2,"{'Mathematics': 2, 'Social Science': 2, 'History': 0}"
SCH0393,Govt. Primary School Ajmer-393,Ajmer,1059,41,35,25.83,"{'English': 0, 'Hindi': 3, 'Physics': 3, 'Art': 1}"
SCH0394,Govt. High School Kanpur-394,Kanpur,998,31,33,32.19,"{'History': 1, 'Computer Science': 2, 'Art': 0, 'Physics': 1, 'Social Science': 1}"
SCH0395,Govt. Primary School Jodhpur-395,Jodhpur,554,13,18,42.62,"{'English': 1, 'Physical Education': 3, 'Physics': 3, 'Sanskrit': 3, 'Computer Science': 0}"
SCH0396,Govt. Primary School Kota-396,Kota,1801,63,60,28.59,"{'History': 3, 'Computer Science': 2, 'Mathematics': 1}"
SCH0397,Govt. Senior Secondary School Udaipur-397,Udaipur,1113,36,37,30.92,"{'Sanskrit': 0, 'Computer Science': 1}"
SCH0398,Govt. Senior Secondary School South-398,South Delhi,1467,50,48,29.34,"{'English': 2, 'Computer Science': 3, 'Hindi': 0, 'Science': 0, 'Sanskrit': 3}"
SCH0399,Govt. High School North-399,North Delhi,1912,59,63,32.41,"{'Biology': 1, 'Physics': 3, 'Mathematics': 1, 'Geography': 1, 'Computer Science': 2, 'Sanskrit': 2}"
SCH0400,Govt. Senior Secondary School Jodhpur-400,Jodhpur,265,13,8,20.38,"{'History': 0, 'Sanskrit': 0}"
SCH0401,Govt. Senior Secondary School Varanasi-401,Varanasi,900,36,30,25.0,"{'History': 1, 'Physical Education': 0}"
SCH0402,Govt. Middle School Faridabad-402,Faridabad,1515,55,50,27.55,"{'History': 1, 'Physical Education': 2}"
SCH0403,Govt. High School Varanasi-403,Varanasi,1211,43,40,28.16,"{'Science': 0, 'History': 3}"
SCH0404,Govt. High School Central-404,Central Delhi,988,32,32,30.88,"{'Geography': 1, 'History': 3, 'Social Science': 3}"
SCH0405,Govt. Middle School Lucknow-405,Lucknow,772,29,25,26.62,"{'Science': 3, 'Physics': 3, 'Chemistry': 1, 'Biology': 3, 'Geography': 0}"
SCH0406,Govt. High School Gurgaon-406,Gurgaon,101,2,5,50.5,"{'Computer Science': 0, 'Science': 0, 'Sanskrit': 0, 'Physical Education': 1}"
SCH0407,Govt. Senior Secondary School South-407,South Delhi,688,20,22,34.4,"{'Chemistry': 1, 'Sanskrit': 1, 'History': 2, 'Biology': 1, 'Mathematics': 1}"
SCH0408,Govt. High School North-408,North Delhi,970,36,32,26.94,"{'Biology': 1, 'Chemistry': 1}"
SCH0409,Govt. Senior Secondary School Agra-409,Agra,242,4,8,60.5,"{'Mathematics': 1, 'Hindi': 2, 'Art': 3, 'Geography': 0, 'Biology': 3, 'Social Science': 2}"
SCH0410,Govt. Senior Secondary School South-410,South Delhi,416,10,13,41.6,"{'History': 2, 'Geography': 1, 'Computer Science': 0, 'Mathematics': 1}"
SCH0411,Govt. Middle School New-411,New Delhi,1196,40,39,29.9,"{'Hindi': 2, 'Geography': 3}"
SCH0412,Govt. Primary School Central-412,Central Delhi,652,17,21,38.35,"{'Social Science': 3, 'English': 3}"
SCH0413,Govt. High School Ajmer-413,Ajmer,1963,61,65,32.18,"{'Sanskrit': 3, 'Chemistry': 1, 'Computer Science': 3, 'History': 1, 'Physics': 2, 'Art': 2}"
SCH0414,Govt. Senior Secondary School Central-414,Central Delhi,482,17,16,28.35,"{'Physical Education': 2, 'Physics': 3, 'Mathematics': 3, 'Science': 3, 'Chemistry': 1, 'Hindi': 1}"
SCH0415,Govt. Middle School East-415,East Delhi,121,9,5,13.44,"{'Art': 2, 'Geography': 2, 'Sanskrit': 2, 'Chemistry': 0, 'Physics': 3, 'Mathematics': 1}"
SCH0416,Govt. Primary School Faridabad-416,Faridabad,113,10,5,11.3,"{'Hindi': 1, 'Physics': 1, 'History': 3, 'Chemistry': 2, 'Computer Science': 3}"
SCH0417,Govt. Primary School New-417,New Delhi,1008,36,33,28.0,"{'Art': 0, 'Geography': 2}"
SCH0418,Govt. High School Ghaziabad-418,Ghaziabad,221,4,7,55.25,"{'Science': 2, 'Social Science': 1}"
SCH0419,Govt. Primary School Central-419,Central Delhi,1479,56,49,26.41,"{'Physical Education': 3, 'Chemistry': 0, 'Physics': 2}"
SCH0420,Govt. Senior Secondary School Lucknow-420,Lucknow,408,14,13,29.14,"{'Mathematics': 3, 'Social Science': 2}"
SCH0421,Govt. Middle School Jaipur-421,Jaipur,1935,60,64,32.25,"{'Science': 1, 'English': 1, 'Sanskrit': 2, 'Art': 1}"
SCH0422,Govt. Primary School Varanasi-422,Varanasi,648,23,21,28.17,"{'History': 0, 'Sanskrit': 2, 'Chemistry': 2, 'Science': 3, 'Mathematics': 1, 'Computer Science': 2}"
SCH0423,Govt. Senior Secondary School Lucknow-423,Lucknow,134,12,5,11.17,"{'Geography': 0, 'Art': 1, 'Physics': 2, 'Chemistry': 2, 'Mathematics': 0, 'Social Science': 2}"
SCH0424,Govt. Primary School Varanasi-424,Varanasi,1455,43,48,33.84,"{'Physical Education': 1, 'History': 0}"
SCH0425,Govt. High School Gurgaon-425,Gurgaon,258,12,8,21.5,"{'English': 0, 'Sanskrit': 3, 'Social Science': 3, 'Physical Education': 0, 'Computer Science': 3}"
SCH0426,Govt. High School Jodhpur-426,Jodhpur,831,33,27,25.18,"{'English': 1, 'Chemistry': 3}"
SCH0427,Govt. Primary School Faridabad-427,Faridabad,1055,37,35,28.51,"{'Biology': 1, 'Art': 0, 'Science': 2, 'Physics': 3}"
SCH0428,Govt. High School Faridabad-428,Faridabad,1740,56,58,31.07,"{'Geography': 1, 'Sanskrit': 0, 'Hindi': 1, 'Biology': 3, 'Science': 3}"
SCH0429,Govt. Middle School Central-429,Central Delhi,677,18,22,37.61,"{'Chemistry': 3, 'Physics': 1}"
SCH0430,Govt. Primary School Bikaner-430,Bikaner,394,17,13,23.18,"{'Biology': 2, 'Physics': 2, 'Chemistry': 1, 'Computer Science': 1}"
SCH0431,Govt. High School Bikaner-431,Bikaner,736,30,24,24.53,"{'Physics': 2, 'Geography': 0, 'Physical Education': 1, 'Hindi': 3}"
SCH0432,Govt. Middle School Jodhpur-432,Jodhpur,120,2,5,60.0,"{'Chemistry': 2, 'Physics': 1, 'Social Science': 3}"
SCH0433,Govt. High School Jodhpur-433,Jodhpur,199,7,6,28.43,"{'Chemistry': 1, 'Social Science': 3, 'Sanskrit': 1, 'Physics': 1}"
SCH0434,Govt. High School West-434,West Delhi,101,6,5,16.83,"{'History': 0, 'English': 0, 'Computer Science': 1, 'Sanskrit': 0, 'Mathematics': 0, 'Biology': 1}"
SCH0435,Govt. Primary School Noida-435,Noida,1625,60,54,27.08,"{'Sanskrit': 0, 'Physical Education': 2, 'Science': 1, 'Chemistry': 3}"
SCH0436,Govt. High School Jodhpur-436,Jodhpur,330,14,11,23.57,"{'Hindi': 3, 'Social Science': 1, 'Computer Science': 2, 'English': 1}"
SCH0437,Govt. Primary School Varanasi-437,Varanasi,1268,47,42,26.98,"{'Biology': 0, 'Geography': 0}"
SCH0438,Govt. Primary School Jodhpur-438,Jodhpur,127,2,5,63.5,"{'History': 2, 'Physical Education': 0, 'Chemistry': 0, 'Sanskrit': 2, 'Mathematics': 0, 'Physics': 3}"
SCH0439,Govt. Senior Secondary School Kota-439,Kota,559,20,18,27.95,"{'Art': 3, 'Hindi': 0}"
SCH0440,Govt. High School Lucknow-440,Lucknow,1018,38,33,26.79,"{'Mathematics': 1, 'Geography': 2, 'Computer Science': 1, 'Physical Education': 1, 'Chemistry': 3, 'Physics': 1}"
SCH0441,Govt. Senior Secondary School Varanasi-441,Varanasi,1728,61,57,28.33,"{'Science': 3, 'Social Science': 1}"
SCH0442,Govt. High School Gurgaon-442,Gurgaon,1484,44,49,33.73,"{'Physics': 0, 'Chemistry': 3, 'Biology': 3, 'Computer Science': 2, 'Geography': 3}"
SCH0443,Govt. High School Udaipur-443,Udaipur,612,23,20,26.61,"{'Mathematics': 3, 'Biology': 1, 'Science': 3, 'Social Science': 3}"
SCH0444,Govt. Senior Secondary School Varanasi-444,Varanasi,1244,46,41,27.04,"{'Sanskrit': 0, 'Physical Education': 2}"
SCH0445,Govt. Middle School Central-445,Central Delhi,1327,43,44,30.86,"{'Physics': 0, 'Biology': 0, 'Hindi': 3, 'History': 3}"
SCH0446,Govt. Middle School Jodhpur-446,Jodhpur,1947,70,64,27.81,"{'Science': 2, 'Biology': 2, 'Physical Education': 1, 'Art': 3, 'Physics': 2}"
SCH0447,Govt. Middle School East-447,East Delhi,1056,33,35,32.0,"{'Art': 1, 'Physical Education': 1}"
SCH0448,Govt. Senior Secondary School West-448,West Delhi,1765,61,58,28.93,"{'Computer Science': 2, 'Science': 0, 'Sanskrit': 3, 'English': 1}"
SCH0449,Govt. High School Gurgaon-449,Gurgaon,896,24,29,37.33,"{'English': 2, 'Physics': 2, 'History': 1, 'Chemistry': 0, 'Biology': 0, 'Hindi': 2}"
SCH0450,Govt. High School Kanpur-450,Kanpur,936,26,31,36.0,"{'Computer Science': 0, 'Sanskrit': 2, 'Chemistry': 1}"
SCH0451,Govt. Senior Secondary School Kanpur-451,Kanpur,1135,41,37,27.68,"{'Hindi': 3, 'Biology': 0, 'Geography': 1, 'Chemistry': 3, 'Computer Science': 2, 'Mathematics': 2}"
SCH0452,Govt. High School Noida-452,Noida,225,3,7,75.0,"{'Art': 0, 'Physical Education': 1, 'Science': 0, 'Geography': 0}"
SCH0453,Govt. High School West-453,West Delhi,1162,40,38,29.05,"{'Physics': 2, 'Hindi': 2, 'Biology': 1, 'Science': 2}"
SCH0454,Govt. Primary School Faridabad-454,Faridabad,1551,51,51,30.41,"{'Computer Science': 3, 'Physics': 2, 'Geography': 3, 'Chemistry': 1, 'Physical Education': 0, 'Sanskrit': 3}"
SCH0455,Govt. Senior Secondary School Ajmer-455,Ajmer,1459,44,48,33.16,"{'Physics': 1, 'Biology': 3, 'Geography': 2, 'English': 3}"
SCH0456,Govt. Senior Secondary School Ghaziabad-456,Ghaziabad,1464,43,48,34.05,"{'Physics': 2, 'Science': 3, 'Hindi': 0}"
SCH0457,Govt. Senior Secondary School Ghaziabad-457,Ghaziabad,1475,49,49,30.1,"{'Physics': 0, 'Physical Education': 2, 'English': 1}"
SCH0458,Govt. Primary School Udaipur-458,Udaipur,1298,39,43,33.28,"{'Geography': 0, 'English': 2, 'Sanskrit': 2, 'Chemistry': 1, 'Computer Science': 2}"
SCH0459,Govt. Primary School New-459,New Delhi,1537,47,51,32.7,"{'Physical Education': 1, 'Computer Science': 0, 'English': 1, 'History': 3, 'Sanskrit': 2, 'Biology': 3}"
SCH0460,Govt. High School Ghaziabad-460,Ghaziabad,687,27,22,25.44,"{'Physics': 3, 'Biology': 0, 'Geography': 1}"
SCH0461,Govt. Middle School South-461,South Delhi,900,25,30,36.0,"{'Biology': 2, 'English': 2}"
SCH0462,Govt. Primary School Noida-462,Noida,1777,58,59,30.64,"{'History': 3, 'Computer Science': 0, 'Biology': 0, 'Chemistry': 1, 'Physical Education': 1, 'Art': 3}"
SCH0463,Govt. Primary School Jaipur-463,Jaipur,1109,36,36,30.81,"{'Science': 2, 'Geography': 0, 'Mathematics': 0}"
SCH0464,Govt. Middle School Gurgaon-464,Gurgaon,1804,63,60,28.63,"{'Social Science': 3, 'Hindi': 0}"
SCH0465,Govt. Middle School Kota-465,Kota,684,21,22,32.57,"{'Art': 0, 'Biology': 2, 'Geography': 0}"
SCH0466,Govt. Senior Secondary School Jodhpur-466,Jodhpur,1070,33,35,32.42,"{'Science': 1, 'Social Science': 0, 'History': 1, 'Physics': 1, 'Physical Education': 3, 'Mathematics': 1}"
SCH0467,Govt. High School Jaipur-467,Jaipur,118,5,5,23.6,"{'Science': 1, 'Physical Education': 1, 'Computer Science': 0, 'Hindi': 0, 'Social Science': 2}"
SCH0468,Govt. Primary School South-468,South Delhi,950,38,31,25.0,"{'Physics': 2, 'Science': 0, 'Biology': 3, 'Art': 1}"
SCH0469,Govt. High School Gurgaon-469,Gurgaon,921,31,30,29.71,"{'Physical Education': 0, 'Physics': 0, 'Sanskrit': 2, 'Geography': 0, 'Chemistry': 3, 'English': 1}"
SCH0470,Govt. High School Bikaner-470,Bikaner,810,26,27,31.15,"{'Sanskrit': 2, 'Hindi': 3, 'Mathematics': 0}"
SCH0471,Govt. Middle School Ajmer-471,Ajmer,1596,48,53,33.25,"{'Social Science': 0, 'Geography': 3, 'History': 0, 'English': 2, 'Physics': 3, 'Sanskrit': 1}"
SCH0472,Govt. Middle School Ghaziabad-472,Ghaziabad,1390,43,46,32.33,"{'Computer Science': 3, 'Science': 1, 'English': 1, 'Chemistry': 1, 'Mathematics': 1, 'Social Science': 1}"
SCH0473,Govt. High School Central-473,Central Delhi,1900,60,63,31.67,"{'English': 0, 'Physical Education': 1, 'Physics': 3}"
SCH0474,Govt. Primary School Gurgaon-474,Gurgaon,915,26,30,35.19,"{'English': 1, 'Geography': 3, 'Computer Science': 0, 'Social Science': 0, 'Chemistry': 1}"
SCH0475,Govt. Primary School Kanpur-475,Kanpur,764,31,25,24.65,"{'Computer Science': 0, 'Art': 1}"
SCH0476,Govt. Primary School East-476,East Delhi,403,12,13,33.58,"{'Physical Education': 2, 'Social Science': 3, 'Sanskrit': 3, 'Physics': 2, 'Biology': 2, 'Geography': 3}"
SCH0477,Govt. Senior Secondary School Agra-477,Agra,442,14,14,31.57,"{'Physical Education': 1, 'Biology': 1}"
SCH0478,Govt. Senior Secondary School Lucknow-478,Lucknow,463,20,15,23.15,"{'Chemistry': 2, 'Hindi': 0, 'Sanskrit': 0, 'Art': 2, 'Biology': 2, 'Social Science': 2}"
SCH0479,Govt. Middle School Agra-479,Agra,435,13,14,33.46,"{'History': 3, 'Geography': 2, 'English': 0, 'Art': 3}"
SCH0480,Govt. Middle School Jodhpur-480,Jodhpur,814,24,27,33.92,"{'Mathematics': 2, 'Science': 3}"
SCH0481,Govt. Senior Secondary School Jaipur-481,Jaipur,888,36,29,24.67,"{'Sanskrit': 1, 'English': 2}"
SCH0482,Govt. Primary School Jaipur-482,Jaipur,1925,71,64,27.11,"{'Chemistry': 3, 'Hindi': 3}"
SCH0483,Govt. Middle School Central-483,Central Delhi,472,13,15,36.31,"{'Sanskrit': 1, 'Social Science': 2, 'Science': 0}"
SCH0484,Govt. Middle School Lucknow-484,Lucknow,850,34,28,25.0,"{'Physics': 2, 'Computer Science': 3}"
SCH0485,Govt. Senior Secondary School New-485,New Delhi,1267,46,42,27.54,"{'Computer Science': 3, 'Social Science': 1, 'Physical Education': 1, 'Hindi': 1, 'Chemistry': 0}"
SCH0486,Govt. Senior Secondary School East-486,East Delhi,688,20,22,34.4,"{'Hindi': 1, 'Biology': 0}"
SCH0487,Govt. High School East-487,East Delhi,449,19,14,23.63,"{'Hindi': 2, 'History': 2, 'Computer Science': 3, 'Biology': 1, 'Mathematics': 2, 'Geography': 0}"
SCH0488,Govt. Senior Secondary School Agra-488,Agra,258,9,8,28.67,"{'Physical Education': 2, 'English': 3, 'Biology': 0, 'Science': 1, 'Hindi': 0}"
SCH0489,Govt. Senior Secondary School Kanpur-489,Kanpur,397,15,13,26.47,"{'Science': 3, 'Physics': 3}"
SCH0490,Govt. Middle School Lucknow-490,Lucknow,1575,52,52,30.29,"{'Chemistry': 2, 'Art': 1, 'English': 0}"
SCH0491,Govt. Senior Secondary School Central-491,Central Delhi,1295,45,43,28.78,"{'Geography': 0, 'Mathematics': 1, 'Sanskrit': 2, 'Computer Science': 2, 'English': 0, 'Biology': 2}"
SCH0492,Govt. High School Lucknow-492,Lucknow,1241,40,41,31.02,"{'Chemistry': 1, 'Geography': 3, 'Computer Science': 0}"
SCH0493,Govt. High School Jaipur-493,Jaipur,1149,41,38,28.02,"{'Science': 2, 'English': 1}"
SCH0494,Govt. Primary School West-494,West Delhi,1083,40,36,27.07,"{'Chemistry': 0, 'Physics': 0, 'English': 1, 'Hindi': 3}"
SCH0495,Govt. Senior Secondary School Faridabad-495,Faridabad,251,3,8,83.67,"{'History': 1, 'Geography': 2, 'Art': 0}"
SCH0496,Govt. Middle School Bikaner-496,Bikaner,1703,52,56,32.75,"{'Sanskrit': 3, 'Computer Science': 2}"
SCH0497,Govt. High School Ghaziabad-497,Ghaziabad,1735,63,57,27.54,"{'Geography': 2, 'History': 1, 'Hindi': 0, 'Chemistry': 1, 'Social Science': 2, 'Mathematics': 3}"
SCH0498,Govt. Primary School Gurgaon-498,Gurgaon,1092,37,36,29.51,"{'Science': 1, 'Hindi': 0, 'Biology': 2, 'Computer Science': 0, 'Geography': 2}"
SCH0499,Govt. Senior Secondary School East-499,East Delhi,1231,37,41,33.27,"{'Physics': 0, 'English': 2, 'Chemistry': 0, 'Geography': 0}"
SCH0500,Govt. Middle School Varanasi-500,Varanasi,761,24,25,31.71,"{'Computer Science': 2, 'English': 2, 'Biology': 3, 'Science': 2, 'Mathematics': 3, 'Sanskrit': 2}"
